ticker,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
XMMO,Invesco S&P MidCap Momentum ETF,Equity,"$643,127,520.00 ",0.23%,"68,838",$61.28 ,0.02%,No,No,0.10%,1.30%,41.37%,99.56%,98.59%,"$9,179,463.50 ","$9,179,463.50 ","$14,944,761.50 ","($32,147,662.50)","($32,147,662.50)","($32,147,662.50)",Mid Cap Growth Equities,3/3/2005,0.39%,N/A,$0.42 ,12/23/2019,$0.17 ,0.68%,27.73,1.17,75,27.12%,39%,20%,1099,$59.69 ,$61.51 ,$60.70 ,$61.63 ,63.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.64,77.66%,29.24%,293.68,7.58%,5.91%
CORP,PIMCO Investment Grade Corporate Bond Index Fund,Bond,"$639,123,453.00 ",0.34%,"46,570",$110.33 ,0.23%,No,No,0.22%,0.76%,14.71%,19.00%,22.81%,$0.00 ,$0.00 ,"$16,461,350.50 ","($63,318,159.00)","$82,906,186.50 ","$431,261,856.50 ",Corporate Bonds,9/20/2010,0.20%,Charles Schwab,$3.57 ,12/30/2019,$0.27 ,3.24%,0,0.05,442,10.66%,35%,15%,1099,$109.22 ,$110.30 ,$110.18 ,$110.55 ,62.16,B,B+,B,A-,B,B+,B,4.37,23.87%,24.13%,478.27,10.23%,3.36%
HTRB,Hartford Total Return Bond ETF,Bond,"$637,043,683.00 ",0.54%,"27,550",$40.44 ,0.32%,No,No,-2.17%,-1.86%,7.66%,N/A,N/A,"$24,141,518.00 ","$24,141,518.00 ","$24,141,518.00 ","$109,654,696.50 ","$591,532,447.52 ","$591,532,447.52 ",Total Bond Market,9/27/2017,0.30%,N/A,$1.48 ,12/30/2019,$0.27 ,3.68%,0,-0.01,550,39.71%,39%,20%,1099,$40.33 ,$41.79 ,$40.39 ,$40.47 ,35.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ERUS,iShares MSCI Russia ETF,Equity,"$631,388,534.00 ",0.66%,"202,384",$42.94 ,-2.12%,No,No,0.12%,8.31%,47.08%,50.08%,133.76%,"$8,589,940.00 ","$8,589,940.00 ","$8,589,940.00 ","($58,332,405.00)","$27,034,493.00 ","$130,842,748.00 ",Emerging Markets Equities,11/9/2010,0.59%,N/A,$3.14 ,12/16/2019,$2.50 ,7.31%,6.17,0.86,25,69.51%,35%,15%,1099,$39.06 ,$44.05 ,$42.79 ,$43.23 ,66.49,B+,A-,B,A+,C,A-,C,4.59,57.50%,28.15%,923.38,0.00%,0.65%
VSGX,Vanguard ESG International Stock ETF,Equity,"$629,294,000.00 ",-0.21%,"70,803",$53.35 ,-1.31%,No,No,-0.41%,3.06%,23.87%,N/A,N/A,"$10,762,000.00 ","$21,450,000.00 ","$58,244,000.00 ","$513,866,000.00 ","$576,154,400.00 ","$576,154,400.00 ",Foreign Large Cap Equities,9/20/2018,0.17%,N/A,$1.39 ,12/20/2019,$0.39 ,2.58%,16.4,0.84,895,11.97%,39%,20%,1099,$51.30 ,$54.42 ,$53.20 ,$53.60 ,62.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.32,22.03%,72.61%,131.28,1.49%,6.91%
KBA,KraneShares Bosera MSCI China A Share ETF,Equity,"$626,872,299.00 ",1.32%,"135,205",$33.05 ,-0.90%,No,No,3.38%,7.60%,38.68%,26.14%,-26.45%,$0.00 ,$0.00 ,"$51,036,634.00 ","$232,168,993.00 ","$602,429,740.00 ","$608,518,556.76 ",China Equities,3/4/2014,0.60%,N/A,$0.50 ,12/27/2019,$0.50 ,1.51%,13.33,1.28,465,20.03%,35%,15%,1099,$30.13 ,$33.27 ,$32.96 ,$33.15 ,66.06,C+,B,C,A,C+,C,N/A,1.63,3.57%,1.36%,325.32,10.90%,3.39%
AOK,iShares Core Conservative Allocation ETF,Multi-Asset,"$626,798,932.00 ",0.39%,"82,159",$36.38 ,-0.08%,No,No,0.19%,1.41%,14.57%,20.45%,24.49%,$0.00 ,"$1,810,299.50 ","$10,867,306.50 ","($1,798,588.50)","$225,067,786.50 ","$369,023,329.50 ",Diversified Portfolio,11/4/2008,0.25%,TD Ameritrade,$1.13 ,12/24/2019,$0.17 ,3.11%,17.66,0.28,8,100.00%,35%,15%,1099,$35.78 ,$36.43 ,$36.21 ,$36.47 ,69.43,A,A,A,A,A,B,C+,N/A,N/A,N/A,N/A,N/A,N/A
VIDI,Vident International Equity Fund,Equity,"$625,307,670.00 ",0.24%,"57,505",$25.24 ,-1.14%,No,No,0.36%,3.72%,16.92%,27.69%,24.10%,$0.00 ,$0.00 ,"($14,829,060.00)","$38,354,280.00 ","($29,279,390.00)","($118,175,340.00)",Foreign Large Cap Equities,10/30/2013,0.61%,N/A,$0.84 ,12/19/2019,$0.42 ,3.35%,9.68,0.8,243,6.73%,35%,15%,1099,$24.08 ,$25.60 ,$25.14 ,$25.32 ,64.76,B-,A,C+,N/A,C+,B-,B+,4.54,1.49%,27.17%,361.98,4.29%,5.53%
IYE,iShares U.S. Energy ETF,Equity,"$623,352,172.00 ",0.59%,"433,439",$32.31 ,-0.28%,No,No,0.91%,1.92%,5.95%,-15.17%,-17.52%,$0.00 ,"($1,595,727.00)","$22,460,314.50 ","($195,025,263.00)","($478,822,347.50)","($224,738,634.00)",Energy Equities,6/12/2000,0.42%,N/A,$1.10 ,12/16/2019,$0.28 ,3.39%,13.37,1.21,49,72.26%,35%,15%,1099,$31.17 ,$32.54 ,$32.06 ,$32.67 ,56.15,A,A,B+,B,A-,A-,A-,5.71,66.47%,56.00%,479.1,0.00%,0.52%
PTMC,Pacer Trendpilot US Mid Cap ETF,Multi-Asset,"$616,775,380.00 ",-0.37%,"87,795",$30.62 ,-0.33%,No,No,-0.24%,1.69%,0.64%,18.59%,N/A,"($1,537,475.00)","($3,071,320.00)","($4,630,870.00)","($74,041,480.00)","$378,594,178.00 ","$570,102,503.00 ",Mid Cap Blend Equities,6/12/2015,0.60%,N/A,$0.71 ,12/24/2019,$0.43 ,2.31%,19.01,0.47,401,6.66%,39%,20%,1099,$29.80 ,$31.03 ,$30.43 ,$30.73 ,61.31,N/A,N/A,C+,N/A,N/A,N/A,C,4.22,57.69%,21.71%,189.32,5.26%,5.06%
FGD,First Trust Dow Jones Global Select Dividend Index,Equity,"$614,431,323.00 ",-0.52%,"105,384",$24.82 ,-1.12%,No,No,-0.66%,2.94%,20.37%,23.76%,24.41%,$0.00 ,"$2,487,764.00 ","$8,690,474.00 ","$110,568,500.00 ","$250,132,398.00 ","$114,035,590.50 ",Large Cap Value Equities,11/21/2007,0.58%,N/A,$1.29 ,12/13/2019,$0.30 ,5.19%,13.21,0.8,98,16.54%,35%,15%,1099,$23.85 ,$25.35 ,$24.76 ,$24.91 ,61.76,A-,A-,B-,A,B+,A,B-,6.17,35.00%,69.02%,208.16,9.95%,4.13%
TBT,UltraShort Barclays 20+ Year Treasury,Bond,"$608,488,278.00 ",-5.24%,"2,035,181",$25.15 ,-3.19%,Yes,2x,-2.71%,-1.73%,-24.34%,-36.53%,-43.02%,"($3,960,823.50)","($3,960,823.50)","($2,773,160.00)","($303,186,672.50)","($1,062,181,633.50)","($1,538,940,631.40)",Leveraged Bonds,4/29/2008,0.90%,N/A,$0.71 ,12/24/2019,$0.13 ,2.72%,0,0.6,38,61.76%,35%,15%,1099,$25.06 ,$26.54 ,$24.98 ,$25.48 ,46.01,A+,A+,A,A-,B,N/A,N/A,6.7,0.00%,81.14%,0,0.00%,0.00%
IHDG,WisdomTree International Hedged Dividend Growth Fund,Equity,"$606,390,136.00 ",0.08%,"80,995",$36.36 ,-0.85%,No,No,-0.60%,2.38%,35.22%,43.20%,61.11%,"$5,471,007.00 ","$9,131,619.00 ","$32,514,452.50 ","$68,920,567.00 ","($42,973,463.50)","$442,362,889.00 ",Foreign Large Cap Equities,5/7/2014,0.58%,2 Platforms,$0.72 ,12/23/2019,$0.20 ,1.98%,18.18,0.78,228,32.20%,35%,15%,1099,$35.15 ,$37.02 ,$36.28 ,$36.46 ,61.53,C+,A-,C+,N/A,C+,B,N/A,7.08,83.75%,86.93%,103.18,6.31%,5.38%
BAR,GraniteShares Gold Trust,Commodity,"$602,944,678.00 ",2.12%,"194,919",$15.43 ,1.31%,No,No,2.59%,6.05%,19.46%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$199,908,661.20 ","$499,942,017.40 ","$499,942,017.40 ",Precious Metals,8/31/2017,0.17%,N/A,$0.00 ,N/A,N/A,0.00%,0,-0.05,1,100.00%,39%,28%,1099,$14.36 ,$15.31 ,$15.38 ,$15.47 ,72.41,N/A,B-,C+,N/A,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OUSA,O'shares FTSE US Quality Dividend ETF,Equity,"$596,351,442.00 ",-0.03%,"57,162",$36.61 ,-0.49%,No,No,-0.25%,2.12%,27.79%,44.48%,N/A,"$3,678,100.00 ","$5,504,840.00 ","$20,063,810.50 ","$101,214,055.00 ","$123,426,722.66 ","$462,336,266.25 ",Large Cap Growth Equities,7/14/2015,0.48%,N/A,$0.84 ,12/27/2019,$0.11 ,2.29%,19.61,0.78,140,36.51%,35%,15%,1099,$35.55 ,$37.01 ,$36.48 ,$36.72 ,65.13,N/A,N/A,B-,N/A,N/A,N/A,N/A,6.46,84.56%,75.60%,252.77,11.49%,7.54%
CQQQ,Invesco China Technology ETF,Equity,"$595,613,060.00 ",3.94%,"64,322",$54.65 ,-1.21%,No,No,3.09%,7.56%,44.12%,57.84%,67.05%,$0.00 ,$0.00 ,"$13,424,066.00 ","($40,253,024.50)","$502,733,553.50 ","$483,508,788.00 ",China Equities,12/8/2009,0.70%,Charles Schwab,$0.17 ,12/23/2019,$0.01 ,0.32%,27.54,1.43,91,58.77%,35%,15%,1099,$49.83 ,$55.02 ,N/A,N/A,66.43,B-,B,C+,A-,C+,A-,B-,2.91,3.78%,6.53%,27.65,0.00%,2.10%
ONEV,SPDR Russell 1000 Low Volatility Focus ETF,Equity,"$594,263,641.00 ",-0.14%,"12,497",$86.01 ,-0.55%,No,No,-0.32%,1.35%,32.75%,38.87%,N/A,$0.00 ,$0.00 ,"$3,449,123.20 ","$45,225,593.30 ","$55,729,548.30 ","$416,840,288.30 ",Volatility Hedged Equity,12/2/2015,0.20%,N/A,$2.21 ,12/23/2019,$0.66 ,2.56%,16.76,0.93,461,7.25%,39%,20%,1099,$84.29 ,$87.00 ,$85.78 ,$86.19 ,61.09,N/A,C+,A-,N/A,N/A,C,N/A,5.34,94.34%,45.90%,304.9,7.08%,4.80%
EQAL,Invesco Russell 1000 Equal Weight ETF,Equity,"$593,068,942.00 ",-0.23%,"31,116",$34.09 ,-0.23%,No,No,-0.21%,2.82%,26.04%,32.35%,47.36%,$0.00 ,$0.00 ,"($5,260,219.00)","$151,627,705.50 ","$338,724,998.50 ","$506,648,534.00 ",All Cap Equities,12/23/2014,0.20%,N/A,$0.68 ,12/23/2019,$0.19 ,1.99%,18.5,1.07,983,2.74%,35%,15%,1099,$32.81 ,$34.62 ,$33.98 ,$34.15 ,66.04,B,B+,A-,C+,B-,B+,N/A,4.69,12.05%,32.22%,429.5,8.48%,6.19%
XME,SPDR S&P Metals & Mining ETF,Equity,"$590,670,189.00 ",-1.33%,"2,159,570",$28.90 ,-0.89%,No,No,-0.96%,1.47%,13.94%,0.40%,2.30%,"$27,717,986.50 ","$21,885,574.50 ","$111,183,108.00 ","$105,692,274.50 ","($141,174,489.50)","$98,862,585.00 ",Materials,6/19/2006,0.35%,N/A,$0.71 ,12/20/2019,$0.12 ,2.44%,12.41,1.5,28,46.93%,35%,15%,1099,$28.40 ,$29.58 ,$28.76 ,$29.11 ,57.89,A,A,A+,B+,B,B,B,3.69,14.49%,14.48%,954.18,0.00%,3.44%
DFE,WisdomTree Europe SmallCap Dividend,Equity,"$588,387,903.00 ",-0.88%,"25,975",$64.77 ,-1.74%,No,No,-0.24%,5.15%,26.76%,31.74%,48.89%,$0.00 ,"($6,506,986.00)","($6,506,986.00)","($197,501,087.00)","($156,679,048.50)","($196,527,377.50)",Europe Equities,6/16/2006,0.58%,E*TRADE,$2.55 ,12/23/2019,$0.35 ,3.86%,14.25,0.85,427,11.42%,35%,15%,1099,$60.95 ,$66.34 ,$64.66 ,$65.00 ,67.42,A,B+,C+,A-,A,B+,A,6.73,65.62%,81.71%,117.53,5.06%,8.05%
MFEM,PIMCO RAFI Dynamic Multi-Factor Emerging Market Equity ETF,Equity,"$587,954,922.00 ",-0.28%,"15,677",$24.79 ,-1.63%,No,No,-0.32%,5.57%,16.23%,N/A,N/A,$0.00 ,$0.00 ,"$4,998,664.00 ","$194,742,424.00 ","$581,592,180.00 ","$581,592,180.00 ",Emerging Markets Equities,8/31/2017,0.49%,N/A,$0.59 ,12/30/2019,$0.28 ,2.36%,12.08,0.69,504,18.79%,39%,20%,1099,$23.26 ,$25.46 ,$24.73 ,$24.88 ,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.47,8.21%,11.94%,504.21,4.85%,2.64%
FLCO,Franklin Liberty Investment Grade Corporate ETF,Bond,"$583,256,031.00 ",0.59%,"214,392",$25.80 ,0.39%,No,No,-0.27%,0.43%,14.60%,18.01%,N/A,$0.00 ,$0.00 ,$0.00 ,"$548,352,358.50 ","$513,714,173.50 ","$564,739,166.50 ",Corporate Bonds,10/3/2016,0.35%,N/A,$0.81 ,11/29/2019,$0.05 ,3.15%,0,0.06,147,24.30%,20%,39%,1099,$25.65 ,$25.83 ,$25.72 ,$25.85 ,55.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.61,88.29%,52.69%,546.76,12.06%,2.86%
DIV,Global X SuperDividend U.S. ETF,Equity,"$577,819,137.00 ",-0.17%,"154,570",$23.69 ,0.21%,No,No,-0.15%,1.89%,13.87%,17.29%,14.97%,"$1,185,431.50 ","$1,185,431.50 ","$7,097,682.50 ","$167,120,355.00 ","$242,355,108.00 ","$344,260,656.00 ",Volatility Hedged Equity,3/11/2013,0.45%,2 Platforms,$1.81 ,12/30/2019,$0.16 ,7.68%,14.04,0.59,48,27.43%,35%,15%,1099,$23.11 ,$23.91 ,N/A,N/A,61.36,B,B+,B-,C,A,A+,C,2.86,1.05%,6.23%,487.61,15.24%,6.04%
IYT,iShares Transportation Average ETF,Equity,"$577,546,870.00 ",0.11%,"173,273",$195.78 ,-0.69%,No,No,-0.19%,1.93%,24.22%,24.56%,27.00%,"($19,726,540.00)","($19,726,540.00)","$38,733,395.00 ","($116,411,664.50)","($631,990,143.50)","($1,744,677,098.50)",Transportation Equities,10/10/2003,0.42%,N/A,$2.52 ,12/16/2019,$0.60 ,1.28%,19.86,1.22,21,71.73%,35%,15%,1099,$190.10 ,$198.09 ,$194.32 ,$196.55 ,54.8,A,A+,A,A,A,A,A-,5.88,54.55%,60.52%,410.18,0.00%,0.07%
FSTA,Fidelity MSCI Consumer Staples Index ETF,Equity,"$574,603,549.00 ",-1.03%,"122,009",$37.30 ,-0.16%,No,No,-1.43%,0.34%,26.93%,29.46%,45.45%,"$1,899,557.50 ","$3,782,273.00 ","$7,545,276.50 ","$76,835,173.50 ","$279,231,187.00 ","$326,157,309.50 ",Consumer Staples Equities,10/21/2013,0.08%,Fidelity,$0.93 ,12/20/2019,$0.25 ,2.48%,23.93,0.6,90,68.63%,35%,15%,1099,$36.90 ,$37.90 ,$37.16 ,$37.47 ,55.21,N/A,N/A,A+,N/A,N/A,N/A,N/A,7.05,79.45%,86.44%,60.05,13.94%,16.46%
AGZ,iShares Agency Bond ETF,Bond,"$573,941,199.00 ",0.41%,"71,580",$116.05 ,0.23%,No,No,0.34%,0.36%,5.47%,9.50%,10.87%,$0.00 ,$0.00 ,"($34,692,557.00)","$56,975,386.50 ","($40,446,385.50)","$135,086,114.50 ",Total Bond Market,11/5/2008,0.20%,Fidelity,$2.68 ,12/19/2019,$0.19 ,2.32%,0,-0.06,97,48.62%,35%,15%,1099,$115.37 ,$115.90 ,$115.93 ,$116.14 ,57.54,B+,B,C+,A-,A-,B-,A,4.1,5.83%,19.73%,684.9,9.20%,0.01%
XHE,SPDR S&P Health Care Equipment ETF,Equity,"$572,160,737.00 ",-0.30%,"34,186",$85.39 ,-0.42%,No,No,-0.44%,-0.07%,27.99%,72.00%,99.21%,$0.00 ,$0.00 ,"($72,366.00)","($17,065,851.75)","$397,303,074.25 ","$431,047,342.75 ",Health & Biotech Equities,1/26/2011,0.35%,N/A,$0.09 ,12/23/2019,$0.00 ,0.11%,34.15,1.04,67,18.00%,35%,15%,1099,$83.88 ,$86.43 ,$84.71 ,$85.85 ,58.42,B,C,A,C,A,A-,B+,5.15,56.56%,41.78%,23.87,0.00%,20.13%
FYX,First Trust Small Cap Core AlphaDEX Fund,Equity,"$570,099,319.00 ",-0.25%,"30,658",$64.77 ,-0.20%,No,No,-0.12%,1.96%,22.21%,23.66%,39.37%,$0.00 ,$0.00 ,"($12,739,518.50)","($47,633,974.00)","($34,340,339.50)","($104,015,507.97)",Small Cap Blend Equities,5/8/2007,0.63%,N/A,$0.73 ,12/13/2019,$0.30 ,1.12%,13.87,1.18,527,4.12%,35%,15%,1099,$62.94 ,$65.72 ,$64.49 ,$64.91 ,62.4,C+,A-,C,A,C+,C+,B-,3.26,8.19%,9.52%,158.36,2.53%,4.53%
SECT,Main Sector Rotation ETF,Equity,"$564,912,414.00 ",-0.19%,"46,970",$30.82 ,-0.42%,No,No,-0.29%,1.19%,30.45%,N/A,N/A,$0.00 ,$0.00 ,"$6,165,450.50 ","$103,354,957.00 ","$325,824,807.00 ","$325,824,807.00 ",Large Cap Blend Equities,9/5/2017,0.83%,N/A,$0.54 ,12/23/2019,$0.05 ,1.75%,17.29,1.01,13,90.09%,39%,20%,1099,$30.36 ,$31.16 ,$30.76 ,$30.90 ,59.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SIL,Global X Silver Miners ETF,Equity,"$562,184,586.00 ",-1.48%,"184,738",$32.69 ,-0.76%,No,No,0.73%,10.51%,28.41%,4.73%,24.10%,$0.00 ,$0.00 ,$0.00 ,"$95,287,514.00 ","$274,722,104.50 ","$356,504,488.44 ",Materials,4/19/2010,0.65%,2 Platforms,$0.51 ,12/30/2019,$0.41 ,1.54%,42.43,0.24,26,76.83%,35%,15%,1099,$28.77 ,$33.72 ,$32.35 ,$33.21 ,62.64,B-,A-,B-,B-,C+,B+,B,4.33,9.38%,23.45%,300.22,0.00%,0.00%
EWS,iShares MSCI Singapore ETF,Equity,"$561,387,060.00 ",-0.12%,"499,763",$24.11 ,-1.39%,No,No,0.37%,2.00%,16.54%,36.68%,13.38%,$0.00 ,$0.00 ,"$31,348,961.50 ","$18,545,410.50 ","($32,231,826.50)","($153,461,112.50)",Asia Pacific Equities,3/12/1996,0.47%,N/A,$1.13 ,12/16/2019,$0.68 ,4.67%,16.27,0.96,26,70.34%,35%,15%,1099,$23.33 ,$24.38 ,$24.02 ,$24.23 ,56.8,B+,A,B+,C+,A,A-,C+,7.37,98.67%,90.52%,135.89,5.98%,11.71%
JKF,iShares Morningstar Large-Cap Value ETF,Equity,"$560,800,320.00 ",-0.24%,"10,336",$116.91 ,-0.78%,No,No,-0.52%,1.64%,26.32%,34.67%,56.73%,$0.00 ,"$5,874,735.00 ","$11,702,390.00 ","$40,770,322.50 ","$98,306,935.00 ","$121,470,418.50 ",Large Cap Value Equities,6/28/2004,0.25%,N/A,$3.16 ,12/16/2019,$0.90 ,2.69%,15.76,0.92,78,40.21%,35%,15%,1099,$114.17 ,$118.57 ,$116.71 ,$117.11 ,60.63,B-,C+,A-,C+,C+,A-,C+,5.01,20.57%,38.74%,298.31,12.01%,10.15%
SPXU,ProShares UltraPro Short S&P 500,Equity,"$558,639,922.00 ",-0.50%,"5,581,067",$19.92 ,2.21%,Yes,3x,0.40%,-8.16%,-59.34%,-74.58%,-86.38%,"($8,776,930.50)","($8,776,930.50)","($5,206,450.50)","$539,619,057.00 ","$620,152,277.59 ","$1,290,909,316.86 ",Leveraged Equities,6/23/2009,0.91%,N/A,$0.65 ,12/24/2019,$0.09 ,3.35%,0,-2.81,505,22.88%,35%,15%,1099,$19.12 ,$22.36 ,$19.70 ,$20.15 ,33.6,A-,A,A-,A-,B-,N/A,N/A,6.7,75.47%,81.14%,0,0.00%,0.00%
GIGB,Goldman Sachs Access Investment Grade Corporate Bond ETF,Bond,"$552,873,857.00 ",0.49%,"49,802",$52.86 ,0.25%,No,No,0.20%,0.92%,15.19%,N/A,N/A,$0.00 ,$0.00 ,"$5,271,048.00 ","$174,295,910.00 ","$464,702,691.00 ","$464,702,691.00 ",Corporate Bonds,6/6/2017,0.14%,N/A,$1.69 ,12/27/2019,$0.14 ,3.22%,0,0.07,1154,3.89%,39%,20%,1099,$52.25 ,$52.81 ,$52.77 ,$52.93 ,61.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.58,13.51%,27.86%,292.43,8.58%,3.41%
LEMB,iShares Emerging Markets Local Currency Bond ETF,Bond,"$552,301,539.00 ",-0.23%,"167,084",$43.79 ,-0.48%,No,No,-0.11%,2.42%,5.41%,10.46%,4.17%,$0.00 ,$0.00 ,"$122,812.00 ","$138,113,880.00 ","$274,352,142.00 ","$115,632,440.00 ",Emerging Markets Bonds,10/18/2011,0.30%,Fidelity,$1.93 ,12/19/2019,$1.93 ,4.38%,0,0.3,219,19.41%,35%,15%,1099,$42.58 ,$44.19 ,$43.74 ,$43.90 ,62.96,B-,A,B,B-,B-,C,A-,4.74,72.96%,33.26%,0,0.00%,0.00%
ECH,iShares MSCI Chile ETF,Equity,"$550,971,622.00 ",1.62%,"576,661",$33.87 ,-0.67%,No,No,1.23%,4.11%,-16.57%,-4.04%,-5.46%,"$11,891,455.50 ","$11,891,455.50 ","$19,868,311.00 ","$143,474,310.00 ","$140,144,895.00 ","$277,821,904.00 ",Foreign Large Cap Equities,11/12/2007,0.59%,N/A,$0.82 ,12/16/2019,$0.07 ,2.41%,14.16,0.72,33,63.45%,35%,15%,1099,$32.43 ,$34.35 ,N/A,N/A,53.1,B-,A-,B,C,A-,C,B-,5.11,93.07%,40.87%,559.06,4.42%,4.91%
PNQI,Invesco NASDAQ Internet ETF,Equity,"$550,592,374.00 ",2.38%,"21,283",$144.79 ,-0.68%,No,No,1.10%,5.87%,34.54%,75.24%,116.08%,$0.00 ,$0.00 ,"($14,374,540.50)","($74,697,338.00)","$53,652,197.50 ","$10,506,208.00 ",Large Cap Growth Equities,6/12/2008,0.62%,N/A,$0.00 ,12/18/2017,$0.03 ,0.00%,35.53,1.2,83,58.07%,35%,15%,1099,$133.79 ,$145.93 ,N/A,N/A,66.9,B,B,B,A,B,C,A-,3.68,9.59%,14.33%,14.85,8.17%,0.65%
EWX,SPDR S&P Emerging Small Cap ETF,Equity,"$547,892,042.00 ",0.17%,"52,100",$46.14 ,-1.41%,No,No,0.96%,5.20%,16.12%,26.17%,20.18%,$0.00 ,$0.00 ,$0.00 ,"$33,857,383.00 ","$154,974,067.00 ","$71,218,198.00 ",Emerging Markets Equities,5/12/2008,0.65%,2 Platforms,$2.15 ,12/23/2019,$0.84 ,4.61%,12.74,0.78,1505,4.24%,35%,15%,1099,$43.42 ,$46.75 ,$46.06 ,$46.28 ,65.76,A,B+,B,A-,A,B+,A,N/A,N/A,N/A,N/A,N/A,N/A
CLTL,Invesco Treasury Collateral ETF,Bond,"$542,695,646.00 ",0.05%,"17,458",$105.60 ,0.00%,No,No,0.05%,0.11%,2.35%,N/A,N/A,$0.00 ,$0.00 ,"$5,276,088.00 ","$2,098,365.00 ","$538,892,562.40 ","$538,892,562.40 ",Government Bonds,1/11/2017,0.08%,N/A,$2.65 ,12/23/2019,$0.18 ,2.51%,0,-0.09,61,29.04%,39%,20%,1099,$105.44 ,$105.59 ,$105.59 ,$105.61 ,80.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.7,90.32%,81.14%,0,0.00%,0.00%
UVXY,ProShares Ultra VIX Short-Term Futures,Volatility,"$540,053,292.00 ",0.93%,"14,524,822",$13.01 ,7.25%,No,1.5x,-0.15%,-13.96%,-84.38%,-98.51%,-99.98%,$0.00 ,"$68,093,034.00 ","$91,118,995.00 ","$942,053,455.00 ","$1,133,184,161.16 ","$2,896,081,237.44 ",Leveraged Volatility,10/3/2011,1.65%,N/A,$0.00 ,N/A,N/A,0.00%,0,-7,1,100.00%,23%,23%,K-1,$11.13 ,$16.42 ,$12.57 ,$13.53 ,39.46,B-,A,B,C,C,N/A,B+,N/A,N/A,N/A,N/A,N/A,N/A
FIW,First Trust ISE Water Index Fund,Equity,"$535,708,421.00 ",-0.20%,"30,475",$59.83 ,-0.25%,No,No,-0.38%,2.83%,40.25%,55.15%,85.73%,$0.00 ,"$3,000,079.00 ","$8,800,473.00 ","$130,434,467.50 ","$175,162,373.50 ","$187,460,716.10 ",Water Equities ,5/11/2007,0.55%,N/A,$0.33 ,12/13/2019,$0.06 ,0.55%,29.21,1.04,37,38.78%,35%,15%,1099,$57.67 ,$60.67 ,$59.42 ,$60.09 ,66.13,A,A-,A+,A+,A,B+,A-,6.88,91.76%,84.18%,99.33,3.75%,16.22%
JHSC,John Hancock Multifactor Small Cap ETF,Equity,"$534,625,456.00 ",-0.11%,"27,211",$27.79 ,-0.18%,No,No,-0.27%,1.38%,26.00%,N/A,N/A,$0.00 ,$0.00 ,"($4,838,046.75)","$153,966,387.25 ","$498,246,180.50 ","$498,246,180.50 ",Small Cap Growth Equities,11/8/2017,0.50%,N/A,$0.42 ,12/24/2019,$0.20 ,1.51%,19.2,1.16,379,4.86%,39%,20%,1099,$27.16 ,$28.18 ,$27.64 ,$27.86 ,60.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.7,28.62%,14.57%,174.01,4.17%,5.85%
IBDQ,iShares iBonds Dec 2025 Corporate ETF,Bond,"$532,254,947.00 ",0.23%,"137,223",$26.00 ,0.15%,No,No,0.33%,0.91%,12.69%,18.10%,N/A,$0.00 ,$0.00 ,"$12,911,210.00 ","$139,174,448.50 ","$406,285,253.50 ","$498,085,962.00 ",Corporate Bonds,3/11/2015,0.10%,N/A,$0.83 ,12/19/2019,$0.07 ,3.21%,0,0.08,376,10.80%,39%,20%,1099,$25.72 ,$25.97 ,N/A,N/A,66.24,B+,B,A-,N/A,B-,A,B,4.69,42.34%,32.29%,415.25,7.99%,4.35%
